term	meaning	reading
赤星	삿포로 라거 맥주의 통칭	あかぼし
お冷	식당에서 주는 찬물	おひや
冷水	찬물	れいすい
常温水	상온 물	じょうおんすい
白湯	끓였다 식힌 따뜻한 물	さゆ
お茶割り	차에 술을 타 마시는 것	おちゃわり
割り材	술에 섞는 음료	わりざい
ご当地サイダー	지역 사이다	ごとうちサイダー
ラムネ	라무네 탄산음료	ラムネ
クリームソーダ	아이스크림을 올린 소다	クリームソーダ
メロンソーダ	멜론향 소다	メロンソーダ
純喫茶	술을 팔지 않는 전통 카페 스타일	じゅんきっさ
モーニング	아침 시간대 음료와 함께 나오는 조식 세트	モーニング
小倉トースト	팥을 올린 나고야식 토스트	おぐらトースト
あんバター	팥과 버터 조합	あんバター
硬めプリン	단단한 식감의 푸딩	かためプリン
固めプリン	단단한 식감의 푸딩	かためプリン
今川焼き	팥 등을 넣은 원형 구움과자	いまがわやき
大判焼き	今川焼き의 지역 명칭	おおばんやき
回転焼き	今川焼き의 서일본계 명칭	かいてんやき
御座候	효고계 회전구이 상품명에서 일반명처럼 쓰이는 표현	ござそうろう
どら焼き	도라야키	どらやき
羊羹	양갱	ようかん
水羊羹	물양갱	みずようかん
葛切り	칡전분으로 만든 투명 면 디저트	くずきり
葛餅	칡전분 떡	くずもち
わらび餅	고사리전분 떡	わらびもち
信玄餅	야마나시의 콩가루 떡 과자	しんげんもち
八ツ橋	교토 명과 야쓰하시	やつはし
生八ツ橋	부드러운 생 야쓰하시	なまやつはし
赤福	미에 이세의 팥떡 명과	あかふく
萩の月	센다이의 커스터드 과자	はぎのつき
白い恋人	홋카이도의 초콜릿 샌드 쿠키	しろいこいびと
通りもん	후쿠오카의 흰앙금 만주 과자	とおりもん
じゃがポックル	홋카이도 감자 스낵	じゃがポックル
東京ばな奈	도쿄 바나나 모양 과자	とうきょうばなな
雷おこし	아사쿠사 전통 쌀과자	かみなりおこし
人形焼	팥 등을 넣은 인형 모양 구움과자	にんぎょうやき
草加煎餅	사이타마 소카의 단단한 간장 센베이	そうかせんべい
南部煎餅	도호쿠의 밀가루 전병	なんぶせんべい
笹団子	대나무잎에 싼 니가타 쑥떡	ささだんご
ちんすこう	오키나와 전통 과자	ちんすこう
サーターアンダギー	오키나와식 튀김 도넛	サーターアンダギー
紅芋タルト	오키나와 자색고구마 타르트	べにいもタルト
芋煮	토란과 고기를 끓인 야마가타 향토요리	いもに
せんべい汁	난부센베이를 국물에 끓인 아오모리 요리	せんべいじる
貝焼き味噌	가리비 껍데기에 된장과 달걀을 끓이는 아오모리 요리	かいやきみそ
いちご煮	성게와 전복을 넣은 아오모리 맑은국	いちごに
のっぺ	토란과 채소를 걸쭉하게 조린 니가타 향토요리	のっぺ
かぶら寿司	순무 사이에 방어 등을 끼워 발효한 호쿠리쿠 음식	かぶらずし
鱒寿司	송어를 얹어 누른 도야마 초밥	ますずし
朴葉味噌	후박나무 잎 위에서 된장을 구워 먹는 기후 요리	ほおばみそ
朴葉焼き	후박나무 잎 위에서 재료를 굽는 요리	ほおばやき
味噌煮込みうどん	된장국에 끓이는 나고야 우동	みそにこみうどん
どて焼き	소 힘줄 등을 된장으로 조린 간사이 요리	どてやき
串カツ	꼬치튀김	くしかつ
紅生姜天	붉은 생강 튀김	べにしょうがてん
明石焼き	육수에 찍어 먹는 아카시식 문어 달걀구이	あかしやき
ぼっかけ	소 힘줄과 곤약을 달게 조린 고베 음식	ぼっかけ
そばめし	야키소바와 밥을 함께 볶은 고베 음식	そばめし
柿の葉寿司	감잎에 싼 누름초밥	かきのはずし
めはり寿司	겨자잎 절임으로 밥을 감싼 와카야마 향토음식	めはりずし
宇和島鯛めし	생도미회와 양념을 밥에 얹는 에히메 요리	うわじまたいめし
鰹の藁焼き	짚불로 겉을 그을린 가다랑어	かつおのわらやき
じゃこ天	작은 생선을 뼈째 갈아 튀긴 에히메 어묵	じゃこてん
がめ煮	닭과 뿌리채소를 조린 후쿠오카 향토요리	がめに
筑前煮	닭과 뿌리채소를 조린 요리	ちくぜんに
ごまさば	생고등어를 참깨간장에 무친 후쿠오카 요리	ごまさば
水炊き	닭을 맑은 육수에 끓이는 전골	みずたき
鶏天	닭튀김 오이타 향토요리	とりてん
りゅうきゅう	생선회를 간장·참깨 양념에 버무린 오이타 요리	りゅうきゅう
冷や汁	차가운 된장 육수를 밥에 부어 먹는 미야자키 요리	ひやじる
チキン南蛮	닭튀김에 새콤달콤 소스와 타르타르를 곁들인 요리	チキンなんばん
地鶏炭火焼き	토종닭 숯불구이	じどりすみびやき
さつま汁	돼지고기와 채소를 된장에 끓인 가고시마 국	さつまじる
豚骨料理	돼지갈비 등을 된장·흑설탕·쇼추로 조린 가고시마 요리	とんこつりょうり
ラフテー	오키나와식 돼지 삼겹살 조림	ラフテー
ソーキ	돼지갈비	ソーキ
ソーキそば	돼지갈비를 올린 오키나와 소바	ソーキそば
沖縄そば	밀면과 돼지육수를 쓰는 오키나와 면요리	おきなわそば
てびち	오키나와식 돼지족 조림	てびち
ミミガー	돼지 귀 요리	ミミガー
豆腐よう	발효 두부 진미	とうふよう
ジーマーミ豆腐	땅콩으로 만든 오키나와식 두부	ジーマーミどうふ
人参しりしり	채 썬 당근을 달걀과 볶은 오키나와 요리	にんじんしりしり
ゴーヤーチャンプルー	여주 두부 볶음	ゴーヤーチャンプルー
フーチャンプルー	차麩를 넣은 오키나와 볶음	フーチャンプルー
中身汁	돼지 내장을 넣은 오키나와 국	なかみじる
参拝口	참배 입구	さんぱいぐち
参拝順路	참배 순로	さんぱいじゅんろ
参拝者専用	참배객 전용	さんぱいしゃせんよう
拝観受付	관람 접수	はいかんうけつけ
拝観料	사찰 관람료	はいかんりょう
拝観時間	사찰 관람 시간	はいかんじかん
拝観停止	관람 중지	はいかんていし
特別拝観	특별 공개 관람	とくべつはいかん
夜間拝観	야간 관람	やかんはいかん
御朱印	신사·사찰 참배 도장	ごしゅいん
御朱印帳	고슈인 수첩	ごしゅいんちょう
御朱印所	고슈인 받는 곳	ごしゅいんじょ
授与所	부적·기념품 수여소	じゅよしょ
社務所	신사 사무소	しゃむしょ
寺務所	사찰 사무소	じむしょ
本殿	신사의 중심 전각	ほんでん
拝殿	신사에서 참배하는 전각	はいでん
本堂	사찰의 중심 법당	ほんどう
金堂	사찰의 주요 법당	こんどう
五重塔	오층탑	ごじゅうのとう
三重塔	삼층탑	さんじゅうのとう
鐘楼	종루	しょうろう
山門	사찰의 정문	さんもん
楼門	2층 구조의 큰 문	ろうもん
手水舎	참배 전 손과 입을 씻는 곳	ちょうずや
手水鉢	참배 정화용 물그릇	ちょうずばち
賽銭箱	새전함	さいせんばこ
絵馬	소원을 적는 나무판	えま
おみくじ	운세 제비	おみくじ
結び所	오미쿠지를 묶는 곳	むすびどころ
お守り	부적	おまもり
厄除け	액막이	やくよけ
縁結び	인연 맺기, 연애운 기원	えんむすび
学業成就	학업 성취 기원	がくぎょうじょうじゅ
商売繁盛	장사 번창 기원	しょうばいはんじょう
交通安全	교통안전 기원	こうつうあんぜん
家内安全	가정 평안 기원	かないあんぜん
無病息災	무병장수·건강 기원	むびょうそくさい
御神木	신성한 나무	ごしんぼく
境内案内図	경내 안내도	けいだいあんないず
文化財	문화재	ぶんかざい
重要文化財	중요문화재	じゅうようぶんかざい
国宝	국보	こくほう
史跡	사적	しせき
名勝	명승	めいしょう
枯山水	돌과 모래 중심의 일본식 정원	かれさんすい
特別展示	특별 전시	とくべつてんじ
常設展示	상설 전시	じょうせつてんじ
企画展示	기획 전시	きかくてんじ
企画展	기획전	きかくてん
特別展	특별전	とくべつてん
展示室	전시실	てんじしつ
収蔵庫	수장고	しゅうぞうこ
音声ガイド	오디오 가이드	おんせいガイド
館内案内図	관내 안내도	かんないあんないず
順路	관람 순로	じゅんろ
順路入口	관람 순로 입구	じゅんろいりぐち
順路出口	관람 순로 출구	じゅんろでぐち
再入場可	재입장 가능	さいにゅうじょうか
再入場不可	재입장 불가	さいにゅうじょうふか
再入場口	재입장 입구	さいにゅうじょうぐち
最終入場	마지막 입장	さいしゅうにゅうじょう
入館締切	입관 마감	にゅうかんしめきり
入場無料	입장 무료	にゅうじょうむりょう
入館無料	입관 무료	にゅうかんむりょう
観覧無料	관람 무료	かんらんむりょう
撮影可	촬영 가능	さつえいか
写真撮影可	사진 촬영 가능	しゃしんさつえいか
写真撮影禁止	사진 촬영 금지	しゃしんさつえいきんし
動画撮影禁止	동영상 촬영 금지	どうがさつえいきんし
フラッシュ禁止	플래시 금지	フラッシュきんし
三脚禁止	삼각대 금지	さんきゃくきんし
飲食禁止	음식물 섭취 금지	いんしょくきんし
手を触れないでください	손대지 마세요	てをふれないでください
展示品に触れないでください	전시품에 손대지 마세요	てんじひんにふれないでください
静かにご覧ください	조용히 관람해 주세요	しずかにごらんください
試着可	착용 가능	しちゃくか
試着不可	착용 불가	しちゃくふか
試着室	탈의실	しちゃくしつ
試着品	착용 견본품	しちゃくひん
展示品	전시품	てんじひん
現品限り	진열된 현품만 남음	げんぴんかぎり
在庫限り	재고 소진 시 종료	ざいこかぎり
在庫あり	재고 있음	ざいこあり
在庫なし	재고 없음	ざいこなし
在庫確認	재고 확인	ざいこかくにん
取り寄せ	주문 조달	とりよせ
お取り寄せ	주문 조달	おとりよせ
取り置き	상품 보관 예약	とりおき
お取り置き	상품 보관 예약	おとりおき
レジ袋有料	비닐봉투 유료	レジぶくろゆうりょう
袋不要	봉투 불필요	ふくろふよう
簡易包装	간이 포장	かんいほうそう
包装無料	포장 무료	ほうそうむりょう
包装有料	포장 유료	ほうそうゆうりょう
のし対応	노시 선물 포장 대응	のしたいおう
消費期限	안전상 소비 기한	しょうひきげん
保存方法	보관 방법	ほぞんほうほう
直射日光を避ける	직사광선을 피하다	ちょくしゃにっこうをさける
開封後要冷蔵	개봉 후 냉장 필요	かいふうごようれいぞう
開封後お早めに	개봉 후 빨리 드세요	かいふうごおはやめに
原材料名	원재료명	げんざいりょうめい
栄養成分表示	영양성분 표시	えいようせいぶんひょうじ
アレルゲン	알레르기 유발 물질	アレルゲン
特定原材料	법정 표시 대상 특정 알레르기 원재료	とくていげんざいりょう
本品製造工場では	본 제품 제조공장에서는	ほんぴんせいぞうこうじょうでは
同一ライン	동일 생산 라인	どういつライン
混入する可能性	혼입될 가능성	こんにゅうするかのうせい
卵不使用	달걀 미사용	たまごふしよう
乳不使用	유제품 미사용	にゅうふしよう
小麦不使用	밀 미사용	こむぎふしよう
そばを含む	메밀 함유	そばをふくむ
落花生を含む	땅콩 함유	らっかせいをふくむ
海老を含む	새우 함유	えびをふくむ
蟹を含む	게 함유	かにをふくむ
酒精	식품용 주정	しゅせい
洋酒使用	양주 사용	ようしゅしよう
アルコール分	알코올 함량	アルコールぶん
加熱済み	가열 완료	かねつずみ
加熱不十分	가열 불충분	かねつふじゅうぶん
中心部まで加熱	중심부까지 가열	ちゅうしんぶまでかねつ
生食はお控えください	날것 섭취를 삼가 주세요	なましょくはおひかえください
電子レンジ専用	전자레인지 전용	でんしレンジせんよう
レンジ加熱	전자레인지 가열	レンジかねつ
湯煎	봉지째 뜨거운 물에 데움	ゆせん
自然解凍	자연 해동	しぜんかいとう
要解凍	해동 필요	ようかいとう
解凍後再冷凍不可	해동 후 재냉동 불가	かいとうごさいれいとうふか
セルフレジ	셀프 계산대	セルフレジ
有人レジ	직원 계산대	ゆうじんレジ
お会計はこちら	계산은 이쪽	おかいけいはこちら
会計後	계산 후	かいけいご
会計前	계산 전	かいけいまえ
購入者限定	구매자 한정	こうにゅうしゃげんてい
お一人様一点限り	1인 1개 한정	おひとりさまいってんかぎり
お一人様二点まで	1인 2개까지	おひとりさまにてんまで
お一人様一回限り	1인 1회 한정	おひとりさまいっかいかぎり
国内線	국내선	こくないせん
国際線	국제선	こくさいせん
出発ロビー	출발 로비	しゅっぱつロビー
到着ロビー	도착 로비	とうちゃくロビー
出発口	출발구	しゅっぱつぐち
到着口	도착구	とうちゃくぐち
搭乗口	탑승구	とうじょうぐち
搭乗ゲート	탑승 게이트	とうじょうゲート
搭乗手続き	탑승 수속	とうじょうてつづき
チェックインカウンター	체크인 카운터	チェックインカウンター
自動チェックイン機	자동 체크인 기기	じどうチェックインき
手荷物預け入れ	위탁 수하물 접수	てにもつあずけいれ
手荷物受取所	수하물 수취대	てにもつうけとりじょ
手荷物引換証	수하물 인환증	てにもつひきかえしょう
受託手荷物	위탁 수하물	じゅたくてにもつ
機内持込手荷物	기내 반입 수하물	きないもちこみてにもつ
手荷物検査	수하물 검사	てにもつけんさ
保安検査場	보안 검색장	ほあんけんさじょう
保安検査締切	보안검색 마감	ほあんけんさしめきり
出国審査	출국 심사	しゅっこくしんさ
入国審査	입국 심사	にゅうこくしんさ
税関	세관	ぜいかん
税関検査	세관 검사	ぜいかんけんさ
申告あり	신고 있음	しんこくあり
申告なし	신고 없음	しんこくなし
検疫	검역	けんえき
検疫所	검역소	けんえきじょ
動植物検疫	동식물 검역	どうしょくぶつけんえき
免税店	면세점	めんぜいてん
出発便	출발편	しゅっぱつびん
到着便	도착편	とうちゃくびん
便名	편명	びんめい
搭乗開始	탑승 시작	とうじょうかいし
搭乗締切	탑승 마감	とうじょうしめきり
搭乗終了	탑승 종료	とうじょうしゅうりょう
搭乗案内	탑승 안내	とうじょうあんない
優先搭乗	우선 탑승	ゆうせんとうじょう
最終搭乗案内	최종 탑승 안내	さいしゅうとうじょうあんない
定刻	정시	ていこく
定刻通り	정시대로	ていこくどおり
遅延便	지연편	ちえんびん
欠航	결항	けっこう
欠航便	결항편	けっこうびん
運航状況	운항 상황	うんこうじょうきょう
運航情報	운항 정보	うんこうじょうほう
天候調査中	기상 조사 중	てんこうちょうさちゅう
条件付き運航	조건부 운항	じょうけんつきうんこう
到着地変更	도착지 변경	とうちゃくちへんこう
引き返し	회항	ひきかえし
目的地変更	목적지 변경	もくてきちへんこう
遅延証明書	지연 증명서	ちえんしょうめいしょ
搭乗券	탑승권	とうじょうけん
電子搭乗券	전자 탑승권	でんしとうじょうけん
座席番号	좌석 번호	ざせきばんごう
非常口座席	비상구 좌석	ひじょうぐちざせき
通路側	통로 쪽	つうろがわ
乗継	환승	のりつぎ
乗継便	연결편	のりつぎびん
乗継案内	환승 안내	のりつぎあんない
乗継カウンター	환승 카운터	のりつぎカウンター
乗継時間	환승 시간	のりつぎじかん
国際線乗継	국제선 환승	こくさいせんのりつぎ
国内線乗継	국내선 환승	こくないせんのりつぎ
到着後	도착 후	とうちゃくご
出発前	출발 전	しゅっぱつまえ
搭乗橋	탑승교	とうじょうきょう
沖止め	버스로 이동해 탑승하는 원격 주기	おきどめ
連絡バス	연락 버스	れんらくバス
空港連絡バス	공항 리무진 버스	くうこうれんらくバス
リムジンバス	리무진 버스	リムジンバス
空港快速	공항 쾌속	くうこうかいそく
空港線	공항선	くうこうせん
空港第1ターミナル	공항 제1터미널	くうこうだいいちターミナル
空港第2ターミナル	공항 제2터미널	くうこうだいにターミナル
旅客ターミナル	여객 터미널	りょかくターミナル
国内線ターミナル	국내선 터미널	こくないせんターミナル
国際線ターミナル	국제선 터미널	こくさいせんターミナル
ターミナル間連絡バス	터미널 간 연락 버스	ターミナルかんれんらくバス
送迎デッキ	전망·배웅 데크	そうげいデッキ
送迎車乗降場	송영 차량 승하차장	そうげいしゃじょうこうじょう
フェリー	페리	フェリー
旅客船	여객선	りょかくせん
高速船	고속선	こうそくせん
連絡船	연락선	れんらくせん
遊覧船	유람선	ゆうらんせん
観光船	관광선	かんこうせん
乗船券	승선권	じょうせんけん
乗船口	승선구	じょうせんぐち
乗船場	승선장	じょうせんじょう
乗船手続き	승선 수속	じょうせんてつづき
乗船開始	승선 시작	じょうせんかいし
乗船締切	승선 마감	じょうせんしめきり
出港	출항	しゅっこう
入港	입항	にゅうこう
寄港	기항	きこう
港湾	항만	こうわん
船着場	선착장	ふなつきば
岸壁	부두 안벽	がんぺき
車両航送	차량 선적 수송	しゃりょうこうそう
車両甲板	차량 갑판	しゃりょうこうはん
徒歩乗船	도보 승선	とほじょうせん
車両乗船	차량 승선	しゃりょうじょうせん
船内売店	선내 매점	せんないばいてん
船内休憩室	선내 휴게실	せんないきゅうけいしつ
船酔い	배멀미	ふなよい
欠航のお知らせ	결항 안내	けっこうのおしらせ
強風のため欠航	강풍으로 결항	きょうふうのためけっこう
高波のため欠航	높은 파도로 결항	たかなみのためけっこう
レンタカー受付	렌터카 접수	レンタカーうけつけ
貸渡契約	렌터카 대여 계약	かしわたしけいやく
国際運転免許証	국제운전면허증	こくさいうんてんめんきょしょう
免責補償	면책 보상	めんせきほしょう
免責補償制度	면책 보상 제도	めんせきほしょうせいど
ノンオペレーションチャージ	휴차 보상료	ノンオペレーションチャージ
対人補償	대인 보상	たいじんほしょう
対物補償	대물 보상	たいぶつほしょう
車両補償	차량 보상	しゃりょうほしょう
乗車定員	승차 정원	じょうしゃていいん
禁煙車	금연차	きんえんしゃ
喫煙車	흡연차	きつえんしゃ
返却店舗	반납 점포	へんきゃくてんぽ
乗り捨て	편도 반납	のりすて
乗り捨て料金	편도 반납 요금	のりすてりょうきん
満タン返し	가득 주유해 반납	まんたんがえし
燃料満タン	연료 가득	ねんりょうまんたん
給油	주유	きゅうゆ
給油口	주유구	きゅうゆぐち
給油所	주유소	きゅうゆじょ
セルフ給油	셀프 주유	セルフきゅうゆ
軽油	경유	けいゆ
ハイオク	고급 휘발유	ハイオク
満タン	가득 채움	まんたん
現金会員価格	현금 회원가	げんきんかいいんかかく
会員価格	회원가	かいいんかかく
一般価格	일반가	いっぱんかかく
洗車	세차	せんしゃ
洗車機	자동 세차기	せんしゃき
高速入口	고속도로 진입구	こうそくいりぐち
高速出口	고속도로 출구	こうそくでぐち
料金所	요금소	りょうきんじょ
ETC専用	ETC 전용	イーティーシーせんよう
ETCレーン	ETC 차로	イーティーシーレーン
一般レーン	일반 차로	いっぱんレーン
スマートIC	스마트 인터체인지	スマートインターチェンジ
インターチェンジ	인터체인지	インターチェンジ
ジャンクション	분기점	ジャンクション
パーキングエリア	간이 휴게소	パーキングエリア
道の駅	도로 휴게소	みちのえき
渋滞中	정체 중	じゅうたいちゅう
事故渋滞	사고 정체	じこじゅうたい
工事渋滞	공사 정체	こうじじゅうたい
通行規制	통행 규제	つうこうきせい
車線規制	차선 규제	しゃせんきせい
片側交互通行	한쪽씩 교대 통행	かたがわこうごつうこう
冬用タイヤ規制	겨울용 타이어 규제	ふゆようタイヤきせい
チェーン規制	체인 규제	チェーンきせい
冬季通行止め	동절기 통행 금지	とうきつうこうどめ
速度規制	속도 규제	そくどきせい
路肩	갓길	ろかた
追越車線	추월 차선	おいこししゃせん
走行車線	주행 차선	そうこうしゃせん
合流注意	합류 주의	ごうりゅうちゅうい
落下物注意	낙하물 주의	らっかぶつちゅうい
コインランドリー	코인 세탁소	コインランドリー
乾燥機	건조기	かんそうき
洗濯乾燥機	세탁건조기	せんたくかんそうき
洗剤自動投入	세제 자동 투입	せんざいじどうとうにゅう
洗剤不要	세제 불필요	せんざいふよう
洗剤販売中	세제 판매 중	せんざいはんばいちゅう
使用時間	사용 시간	しようじかん
乾燥のみ	건조만	かんそうのみ
洗濯のみ	세탁만	せんたくのみ
洗濯から乾燥まで	세탁부터 건조까지	せんたくからかんそうまで
運転中	작동 중	うんてんちゅう
終了まで	종료까지	しゅうりょうまで
取り忘れ注意	세탁물 두고 가지 않도록 주의	とりわすれちゅうい
忘れ物保管箱	분실 세탁물 보관함	わすれものほかんばこ
化粧室	화장실	けしょうしつ
男子トイレ	남자 화장실	だんしトイレ
女子トイレ	여자 화장실	じょしトイレ
多目的トイレ	다목적 화장실	たもくてきトイレ
多機能トイレ	다기능 화장실	たきのうトイレ
オストメイト対応	장루 이용자 대응	オストメイトたいおう
車椅子対応	휠체어 이용 가능	くるまいすたいおう
ベビーシート	아기 기저귀 교환대	ベビーシート
ベビーチェア	유아용 의자	ベビーチェア
おむつ交換台	기저귀 교환대	おむつこうかんだい
授乳室	수유실	じゅにゅうしつ
授乳コーナー	수유 코너	じゅにゅうコーナー
調乳用温水器	분유용 온수기	ちょうにゅうようおんすいき
ミルク用お湯	분유용 뜨거운 물	ミルクようおゆ
ベビールーム	베이비룸	ベビールーム
休憩所	휴게소	きゅうけいじょ
休憩室	휴게실	きゅうけいしつ
休憩スペース	휴게 공간	きゅうけいスペース
無料休憩所	무료 휴게소	むりょうきゅうけいじょ
待合所	대기 장소	まちあいじょ
充電スポット	충전 장소	じゅうでんスポット
充電コーナー	충전 코너	じゅうでんコーナー
携帯充電器	휴대전화 충전기	けいたいじゅうでんき
モバイルバッテリー貸出	보조배터리 대여	モバイルバッテリーかしだし
無料Wi-Fi	무료 와이파이	むりょうワイファイ
公衆無線LAN	공공 와이파이	こうしゅうむせんラン
接続方法	접속 방법	せつぞくほうほう
パスワード不要	비밀번호 불필요	パスワードふよう
飲料自販機	음료 자판기	いんりょうじはんき
給水機	급수기	きゅうすいき
給水スポット	급수 장소	きゅうすいスポット
冷水機	냉수기	れいすいき
ゴミ箱	쓰레기통	ゴミばこ
可燃ごみ	가연 쓰레기	かねんごみ
不燃ごみ	불연 쓰레기	ふねんごみ
資源ごみ	재활용 쓰레기	しげんごみ
びん	병류	びん
かん	캔류	かん
ペットボトル	페트병	ペットボトル
容器包装プラスチック	용기 포장 플라스틱	ようきほうそうプラスチック
ごみ持ち帰り	쓰레기 되가져가기	ごみもちかえり
ごみ捨て禁止	쓰레기 투기 금지	ごみすてきんし
調剤薬局	조제약국	ちょうざいやっきょく
処方箋受付	처방전 접수	しょほうせんうけつけ
処方箋受付中	처방전 접수 중	しょほうせんうけつけちゅう
薬剤師不在	약사 부재	やくざいしふざい
要指導医薬品	약사 대면 설명이 필요한 의약품	ようしどういやくひん
第一類医薬品	제1류 일반의약품	だいいちるいいやくひん
第二類医薬品	제2류 일반의약품	だいにるいいやくひん
第三類医薬品	제3류 일반의약품	だいさんるいいやくひん
指定第二類医薬品	지정 제2류 일반의약품	していだいにるいいやくひん
用法用量	용법 용량	ようほうようりょう
効能効果	효능 효과	こうのうこうか
使用上の注意	사용상 주의	しようじょうのちゅうい
服用量	복용량	ふくようりょう
食前	식전	しょくぜん
食間	식간	しょっかん
就寝前	취침 전	しゅうしんまえ
一日三回	하루 3회	いちにちさんかい
頓服	필요할 때만 복용	とんぷく
外用薬	외용약	がいようやく
内服薬	내복약	ないふくやく
塗り薬	바르는 약	ぬりぐすり
貼り薬	붙이는 약	はりぐすり
目薬	안약	めぐすり
点眼薬	점안약	てんがんやく
胃腸薬	위장약	いちょうやく
整腸薬	정장제	せいちょうやく
解熱鎮痛薬	해열진통제	げねつちんつうやく
かぜ薬	감기약	かぜぐすり
鼻炎薬	비염약	びえんやく
酔い止め	멀미약	よいどめ
乗り物酔い	교통수단 멀미	のりものよい
絆創膏	반창고	ばんそうこう
消毒液	소독액	しょうどくえき
虫除け	벌레 기피제	むしよけ
虫刺され	벌레 물림	むしさされ
救急外来	응급 외래	きゅうきゅうがいらい
救急受付	응급 접수	きゅうきゅううけつけ
休日診療	휴일 진료	きゅうじつしんりょう
夜間診療	야간 진료	やかんしんりょう
休日夜間診療	휴일 야간 진료	きゅうじつやかんしんりょう
診療所	진료소	しんりょうじょ
クリニック	클리닉	クリニック
受付時間	접수 시간	うけつけじかん
診療時間	진료 시간	しんりょうじかん
休診日	휴진일	きゅうしんび
初診	초진	しょしん
再診	재진	さいしん
マイナ保険証	마이넘버 연계 보험증	マイナほけんしょう
保険適用	보험 적용	ほけんてきよう
保険適用外	보험 적용 외	ほけんてきようがい
自費診療	비보험 진료	じひしんりょう
発熱外来	발열 외래	はつねつがいらい
耳鼻咽喉科	이비인후과	じびいんこうか
皮膚科	피부과	ひふか
整形外科	정형외과	せいけいげか
婦人科	부인과	ふじんか
遺失物	유실물	いしつぶつ
遺失物取扱所	유실물 취급소	いしつぶつとりあつかいじょ
忘れ物センター	분실물 센터	わすれものセンター
拾得物	습득물	しゅうとくぶつ
拾得物取扱所	습득물 취급소	しゅうとくぶつとりあつかいじょ
紛失届	분실 신고	ふんしつとどけ
遺失届	유실 신고	いしつとどけ
盗難届	도난 신고	とうなんとどけ
被害届	피해 신고	ひがいとどけ
防犯カメラ作動中	방범 카메라 작동 중	ぼうはんカメラさどうちゅう
防犯上の理由	방범상의 이유	ぼうはんじょうのりゆう
緊急通報	긴급 신고	きんきゅうつうほう
非常時	비상시	ひじょうじ
災害時	재해 시	さいがいじ
緊急時	긴급 시	きんきゅうじ
避難指示	대피 지시	ひなんしじ
緊急安全確保	긴급 안전 확보	きんきゅうあんぜんかくほ
高齢者等避難	고령자 등 대피	こうれいしゃとうひなん
避難情報	대피 정보	ひなんじょうほう
避難誘導	대피 유도	ひなんゆうどう
一時避難場所	일시 대피 장소	いちじひなんばしょ
指定避難所	지정 대피소	していひなんじょ
指定緊急避難場所	지정 긴급 대피 장소	していきんきゅうひなんばしょ
津波	쓰나미	つなみ
津波注意報	쓰나미 주의보	つなみちゅういほう
津波警報	쓰나미 경보	つなみけいほう
大津波警報	대형 쓰나미 경보	おおつなみけいほう
津波避難場所	쓰나미 대피 장소	つなみひなんばしょ
津波避難ビル	쓰나미 대피 빌딩	つなみひなんビル
津波浸水想定区域	쓰나미 침수 예상 구역	つなみしんすいそうていくいき
高潮	폭풍해일	たかしお
高潮注意報	폭풍해일 주의보	たかしおちゅういほう
洪水警報	홍수 경보	こうずいけいほう
浸水	침수	しんすい
浸水注意	침수 주의	しんすいちゅうい
冠水	도로 등 물에 잠김	かんすい
冠水注意	침수 도로 주의	かんすいちゅうい
土砂災害	토사 재해	どしゃさいがい
土砂災害警戒区域	토사 재해 경계 구역	どしゃさいがいけいかいくいき
土石流	토석류	どせきりゅう
がけ崩れ	절벽 붕괴	がけくずれ
落石	낙석	らくせき
落石注意	낙석 주의	らくせきちゅうい
雪崩注意	눈사태 주의	なだれちゅうい
噴火警戒レベル	분화 경계 레벨	ふんかけいかいレベル
火山活動	화산 활동	かざんかつどう
立入規制	출입 규제	たちいりきせい
規制区域	규제 구역	きせいくいき
危険区域	위험 구역	きけんくいき
立入禁止区域	출입 금지 구역	たちいりきんしくいき
熊出没注意	곰 출몰 주의	くましゅつぼつちゅうい
熊出没情報	곰 출몰 정보	くましゅつぼつじょうほう
熊鈴	곰 방울	くますず
蜂に注意	벌 주의	はちにちゅうい
毒蛇注意	독사 주의	どくへびちゅうい
野生動物に注意	야생동물 주의	やせいどうぶつにちゅうい
登山口	등산로 입구	とざんぐち
登山道	등산로	とざんどう
登山届	등산 신고서	とざんとどけ
登山届提出所	등산 신고서 제출소	とざんとどけていしゅつじょ
入山届	입산 신고서	にゅうざんとどけ
入山規制	입산 규제	にゅうざんきせい
入山禁止	입산 금지	にゅうざんきんし
登山禁止	등산 금지	とざんきんし
遊歩道	산책로	ゆうほどう
自然歩道	자연 탐방로	しぜんほどう
散策路	산책길	さんさくろ
木道	목재 탐방로	もくどう
登山道入口	등산로 입구	とざんどういりぐち
登山道出口	등산로 출구	とざんどうでぐち
山頂駅	산 정상역	さんちょうえき
山麓駅	산기슭역	さんろくえき
標高	해발 고도	ひょうこう
避難小屋	대피 산장	ひなんごや
休憩舎	휴게 쉼터	きゅうけいしゃ
展望台	전망대	てんぼうだい
展望所	전망 장소	てんぼうじょ
見晴台	전망대	みはらしだい
分岐点	갈림길	ぶんきてん
分岐	갈림길	ぶんき
迂回路	우회로	うかいろ
迂回してください	우회해 주세요	うかいしてください
足場注意	발 디딜 곳 주의	あしばちゅうい
滑落注意	추락 주의	かつらくちゅうい
転落注意	추락 주의	てんらくちゅうい
急斜面	급경사면	きゅうしゃめん
急坂	가파른 비탈	きゅうはん
